Name,Address,Pin Code,Age,latitude,longitude,Date_of_birth,Nationality,Diabetic,Religion,Height,Nationality,Diabetic,Religion,Height
Benjamin Martin,"4515 41st St, Vacaville, DE 81944",81944,36,40.74678,-86.419574,1988-09-16,English,Yes,Shinto,Short,English,Yes,Shinto,Short
Elizabeth Clark,"4515 41st St, Vacaville, DE 81944",81944,80,40.74678,-86.419574,1944-09-16,Spanish,No,Jainism,Tall,Spanish,No,Jainism,Tall
Amanda Cruz,"8875 85th St, Denver, MT 31464",31464,46,46.876571,-85.158977,1978-09-17,Brazilian,No,Christianity,Average,Brazilian,No,Christianity,Average
Robert Ramos,"8875 85th St, Denver, MT 31464",31464,46,46.876571,-85.158977,1978-09-17,Irish,Yes,Zoroastrianism,Tall,Irish,Yes,Zoroastrianism,Tall
Amber Hernandez,"8875 85th St, Denver, MT 31464",31464,36,46.876571,-85.158977,1988-09-16,Swedish,No,Judaism,Average,Swedish,No,Judaism,Average
Daniel Diaz,"8288 174th St, Aurora, SD 27226",27226,74,36.587671,-86.943944,1950-09-17,Polish,Yes,Sikhism,Average,Polish,Yes,Sikhism,Average
Pamela Jackson,"8288 174th St, Aurora, SD 27226",27226,34,36.587671,-86.943944,1990-09-17,Brazilian,No,Christianity,Short,Brazilian,No,Christianity,Short
Donna Collins,"1066 164th St, Clearwater, KY 96328",96328,52,46.752485,-78.967771,1972-09-16,Italian,Yes,Agnostic,Average,Italian,Yes,Agnostic,Average
Terri Gonzalez,"1066 164th St, Clearwater, KY 96328",96328,59,46.752485,-78.967771,1965-09-17,Indian,Yes,Islam,Tall,Indian,Yes,Islam,Tall
Jerry Reyes,"2640 198th St, Wilmington, NV 19394",19394,58,44.388276,-99.901771,1966-09-17,Greek,No,Agnostic,Average,Greek,No,Agnostic,Average
Margaret Smith,"4991 30th St, Topeka, OR 37008",37008,32,34.235247,-113.005606,1992-09-16,Mexican,Yes,Agnostic,Tall,Mexican,Yes,Agnostic,Tall
Joshua Kelly,"4991 30th St, Topeka, OR 37008",37008,44,34.235247,-113.005606,1980-09-16,Japanese,Yes,Baháʼí,Average,Japanese,Yes,Baháʼí,Average
Brad Sanchez,"4991 30th St, Topeka, OR 37008",37008,80,34.235247,-113.005606,1944-09-16,Irish,Yes,Buddhism,Average,Irish,Yes,Buddhism,Average
John Harris,"4425 192nd St, Spokane Valley, OK 86668",86668,21,48.371023,-84.310061,2003-09-17,American,No,Agnostic,Short,American,No,Agnostic,Short
Jessica Gomez,"4425 192nd St, Spokane Valley, OK 86668",86668,43,48.371023,-84.310061,1981-09-17,Korean,No,Druidism,Average,Korean,No,Druidism,Average
Gerald Reyes,"4425 192nd St, Spokane Valley, OK 86668",86668,40,48.371023,-84.310061,1984-09-16,Mexican,Yes,Deism,Average,Mexican,Yes,Deism,Average
Kimberly Edwards,"9303 26th St, Elizabeth, ME 30824",30824,62,44.308576,-100.141659,1962-09-17,Greek,Yes,Confucianism,Tall,Greek,Yes,Confucianism,Tall
Jessica Miller,"9303 26th St, Elizabeth, ME 30824",30824,34,44.308576,-100.141659,1990-09-17,Italian,No,Shinto,Tall,Italian,No,Shinto,Tall
Amanda Thomas,"9303 26th St, Elizabeth, ME 30824",30824,39,44.308576,-100.141659,1985-09-17,Dutch,No,Baháʼí,Tall,Dutch,No,Baháʼí,Tall
Bob Gonzalez,"8696 21st St, Berkeley, ME 97545",97545,57,44.344542,-76.133534,1967-09-17,Brazilian,No,Zoroastrianism,Average,Brazilian,No,Zoroastrianism,Average
John Wright,"8696 21st St, Berkeley, ME 97545",97545,51,44.344542,-76.133534,1973-09-17,Italian,Yes,Sikhism,Tall,Italian,Yes,Sikhism,Tall
Kristen Ramos,"8696 21st St, Berkeley, ME 97545",97545,36,44.344542,-76.133534,1988-09-16,Canadian,No,Zoroastrianism,Tall,Canadian,No,Zoroastrianism,Tall
Jill Moore,"8696 21st St, Berkeley, ME 97545",97545,54,44.344542,-76.133534,1970-09-17,German,Yes,Unitarianism,Average,German,Yes,Unitarianism,Average
Benjamin Morris,"4737 104th St, Thousand Oaks, FL 71047",71047,31,36.819485,-124.60798,1993-09-17,Swedish,No,Zoroastrianism,Tall,Swedish,No,Zoroastrianism,Tall
Mary Martinez,"4737 104th St, Thousand Oaks, FL 71047",71047,66,36.819485,-124.60798,1958-09-17,Mexican,Yes,Judaism,Short,Mexican,Yes,Judaism,Short
Kelli Cook,"4737 104th St, Thousand Oaks, FL 71047",71047,48,36.819485,-124.60798,1976-09-16,Dutch,No,Jainism,Short,Dutch,No,Jainism,Short
Patrick Moore,"2528 77th St, Des Moines, MA 36478",36478,58,28.421787,-68.512174,1966-09-17,Korean,Yes,Atheism,Tall,Korean,Yes,Atheism,Tall
Audrey Robinson,"2528 77th St, Des Moines, MA 36478",36478,55,28.421787,-68.512174,1969-09-17,Korean,No,Jainism,Tall,Korean,No,Jainism,Tall
Eric Cook,"2528 77th St, Des Moines, MA 36478",36478,47,28.421787,-68.512174,1977-09-17,Dutch,No,Shinto,Tall,Dutch,No,Shinto,Tall
Ian Lee,"7572 160th St, Rochester, WA 49156",49156,65,37.700511,-68.833079,1959-09-17,French,Yes,Atheism,Average,French,Yes,Atheism,Average
Daniel Collins,"7572 160th St, Rochester, WA 49156",49156,31,37.700511,-68.833079,1993-09-17,Canadian,No,Jainism,Short,Canadian,No,Jainism,Short
Brandon Carter,"4531 191st St, Frisco, SC 34240",34240,68,39.383079,-85.969755,1956-09-16,Swedish,No,Zoroastrianism,Short,Swedish,No,Zoroastrianism,Short
Scott Johnson,"4531 191st St, Frisco, SC 34240",34240,43,39.383079,-85.969755,1981-09-17,Greek,No,Druidism,Tall,Greek,No,Druidism,Tall
Joshua Morgan,"6812 113th St, Gresham, CT 73036",73036,58,32.363337,-72.156474,1966-09-17,Vietnamese,No,Hinduism,Tall,Vietnamese,No,Hinduism,Tall
Justin Diaz,"7935 85th St, Sparks, MI 88344",88344,27,26.742329,-116.995639,1997-09-17,Korean,Yes,Agnostic,Average,Korean,Yes,Agnostic,Average
Dana Perez,"6722 88th St, Akron, LA 12358",12358,53,37.608381,-98.573764,1971-09-17,Dutch,Yes,Islam,Average,Dutch,Yes,Islam,Average
Anthony Moore,"6722 88th St, Akron, LA 12358",12358,34,37.608381,-98.573764,1990-09-17,Chinese,No,Agnostic,Short,Chinese,No,Agnostic,Short
Samantha Taylor,"1980 53rd St, Simi Valley, NC 43907",43907,48,41.269835,-78.541942,1976-09-16,French,Yes,Unitarianism,Average,French,Yes,Unitarianism,Average
Taylor Hernandez,"1980 53rd St, Simi Valley, NC 43907",43907,49,41.269835,-78.541942,1975-09-17,Japanese,Yes,Confucianism,Short,Japanese,Yes,Confucianism,Short
Sonya Robinson,"1980 53rd St, Simi Valley, NC 43907",43907,55,41.269835,-78.541942,1969-09-17,German,Yes,Baháʼí,Tall,German,Yes,Baháʼí,Tall
Carol Turner,"1980 53rd St, Simi Valley, NC 43907",43907,75,41.269835,-78.541942,1949-09-17,German,Yes,Confucianism,Tall,German,Yes,Confucianism,Tall
Kaitlyn Rivera,"7406 144th St, Norfolk, ID 33239",33239,72,29.216849,-88.494033,1952-09-16,English,Yes,Paganism,Short,English,Yes,Paganism,Short
Lisa Lopez,"7406 144th St, Norfolk, ID 33239",33239,29,29.216849,-88.494033,1995-09-17,Russian,No,Confucianism,Tall,Russian,No,Confucianism,Tall
Tracy Wilson,"7406 144th St, Norfolk, ID 33239",33239,58,29.216849,-88.494033,1966-09-17,Mexican,Yes,Unitarianism,Average,Mexican,Yes,Unitarianism,Average
Richard Martinez,"7406 144th St, Norfolk, ID 33239",33239,58,29.216849,-88.494033,1966-09-17,Chinese,No,Sikhism,Tall,Chinese,No,Sikhism,Tall
Danielle Smith,"7406 144th St, Norfolk, ID 33239",33239,78,29.216849,-88.494033,1946-09-17,Indian,Yes,Baháʼí,Tall,Indian,Yes,Baháʼí,Tall
Amber Moore,"1936 Main St, Brownsville, RI 67363",67363,46,48.579073,-70.096459,1978-09-17,Dutch,No,Baháʼí,Short,Dutch,No,Baháʼí,Short
Justin Clark,"1936 Main St, Brownsville, RI 67363",67363,25,48.579073,-70.096459,1999-09-17,Irish,No,Sikhism,Average,Irish,No,Sikhism,Average
Christopher Rivera,"1936 Main St, Brownsville, RI 67363",67363,70,48.579073,-70.096459,1954-09-17,Irish,No,Rastafarianism,Average,Irish,No,Rastafarianism,Average
Deborah Collins,"1936 Main St, Brownsville, RI 67363",67363,32,48.579073,-70.096459,1992-09-16,Korean,Yes,Druidism,Tall,Korean,Yes,Druidism,Tall
Gregory Morales,"2303 27th St, Woodbridge, IA 23792",23792,43,28.357793,-109.418365,1981-09-17,Irish,Yes,Agnostic,Tall,Irish,Yes,Agnostic,Tall
Cody Wright,"2303 27th St, Woodbridge, IA 23792",23792,39,28.357793,-109.418365,1985-09-17,Polish,No,Unitarianism,Average,Polish,No,Unitarianism,Average
George Hall,"8571 199th St, Lincoln, NM 16308",16308,49,35.361635,-91.526966,1975-09-17,Canadian,No,Agnostic,Average,Canadian,No,Agnostic,Average
Debbie Collins,"8571 199th St, Lincoln, NM 16308",16308,42,35.361635,-91.526966,1982-09-17,Greek,Yes,Atheism,Short,Greek,Yes,Atheism,Short
Bradley Ramirez,"1487 90th St, Woodbridge, NJ 38383",38383,36,47.339407,-68.797611,1988-09-16,Polish,Yes,Judaism,Tall,Polish,Yes,Judaism,Tall
Patrick Rodriguez,"1487 90th St, Woodbridge, NJ 38383",38383,66,47.339407,-68.797611,1958-09-17,Polish,No,Unitarianism,Tall,Polish,No,Unitarianism,Tall
Lauren Green,"6225 156th St, Spokane Valley, IN 19017",19017,38,42.175065,-92.836402,1986-09-17,Russian,Yes,Sikhism,Average,Russian,Yes,Sikhism,Average
Michael Walker,"6225 156th St, Spokane Valley, IN 19017",19017,35,42.175065,-92.836402,1989-09-17,German,Yes,Christianity,Short,German,Yes,Christianity,Short
Brandi Walker,"9306 91st St, San Marcos, MD 72986",72986,30,36.615677,-112.078559,1994-09-17,Spanish,Yes,Rastafarianism,Average,Spanish,Yes,Rastafarianism,Average
Sara Cooper,"5778 41st St, Abilene, GA 70112",70112,48,38.011751,-122.371208,1976-09-16,Irish,Yes,Unitarianism,Tall,Irish,Yes,Unitarianism,Tall
Russell Lee,"5057 109th St, Newark, WV 51740",51740,39,48.658303,-118.169123,1985-09-17,Spanish,Yes,Hinduism,Tall,Spanish,Yes,Hinduism,Tall
Tabitha Wright,"8695 61st St, Las Vegas, AZ 51692",51692,53,40.381854,-88.348542,1971-09-17,Greek,Yes,Confucianism,Tall,Greek,Yes,Confucianism,Tall
Daniel Hall,"8695 61st St, Las Vegas, AZ 51692",51692,54,40.381854,-88.348542,1970-09-17,Swedish,No,Sikhism,Tall,Swedish,No,Sikhism,Tall
Judith Lopez,"8695 61st St, Las Vegas, AZ 51692",51692,30,40.381854,-88.348542,1994-09-17,Spanish,No,Rastafarianism,Short,Spanish,No,Rastafarianism,Short
Laurie Edwards,"4878 186th St, Arvada, MA 10522",10522,68,45.189618,-100.924397,1956-09-16,Japanese,No,Agnostic,Tall,Japanese,No,Agnostic,Tall
Robert Howard,"4878 186th St, Arvada, MA 10522",10522,38,45.189618,-100.924397,1986-09-17,Italian,No,Paganism,Average,Italian,No,Paganism,Average
Patrick Ortiz,"4878 186th St, Arvada, MA 10522",10522,53,45.189618,-100.924397,1971-09-17,Dutch,No,Islam,Short,Dutch,No,Islam,Short
Philip Roberts,"3786 6th St, Gresham, CT 69886",69886,58,31.552651,-91.031518,1966-09-17,Dutch,No,Islam,Short,Dutch,No,Islam,Short
Steven Reed,"3786 6th St, Gresham, CT 69886",69886,55,31.552651,-91.031518,1969-09-17,Korean,Yes,Jainism,Tall,Korean,Yes,Jainism,Tall
Kathleen Parker,"3786 6th St, Gresham, CT 69886",69886,50,31.552651,-91.031518,1974-09-17,Vietnamese,Yes,Judaism,Short,Vietnamese,Yes,Judaism,Short
Jonathan Garcia,"6998 200th St, Hampton, MN 77101",77101,74,32.766576,-84.848922,1950-09-17,French,No,Buddhism,Tall,French,No,Buddhism,Tall
Nicole Jones,"6998 200th St, Hampton, MN 77101",77101,35,32.766576,-84.848922,1989-09-17,Italian,No,Paganism,Short,Italian,No,Paganism,Short
Lindsey Allen,"1959 137th St, Arvada, SC 90274",90274,27,35.833632,-106.486272,1997-09-17,Brazilian,No,Confucianism,Short,Brazilian,No,Confucianism,Short
Debbie Jackson,"1959 137th St, Arvada, SC 90274",90274,31,35.833632,-106.486272,1993-09-17,American,Yes,Unitarianism,Average,American,Yes,Unitarianism,Average
Robin Cruz,"1959 137th St, Arvada, SC 90274",90274,27,35.833632,-106.486272,1997-09-17,Dutch,Yes,Christianity,Average,Dutch,Yes,Christianity,Average
Miguel Collins,"1304 28th St, Lexington, NJ 65508",65508,71,42.060145,-105.672405,1953-09-17,Chinese,Yes,Deism,Average,Chinese,Yes,Deism,Average
Harold Walker,"1304 28th St, Lexington, NJ 65508",65508,47,42.060145,-105.672405,1977-09-17,Indian,Yes,Paganism,Short,Indian,Yes,Paganism,Short
Haley Ramirez,"1304 28th St, Lexington, NJ 65508",65508,77,42.060145,-105.672405,1947-09-17,Swedish,No,Zoroastrianism,Average,Swedish,No,Zoroastrianism,Average
Wanda Green,"1304 28th St, Lexington, NJ 65508",65508,54,42.060145,-105.672405,1970-09-17,Italian,No,Baháʼí,Average,Italian,No,Baháʼí,Average
Mathew Hill,"9516 181st St, Ann Arbor, CA 98173",98173,29,39.113337,-66.948527,1995-09-17,French,No,Taoism,Average,French,No,Taoism,Average
Michael Baker,"9516 181st St, Ann Arbor, CA 98173",98173,46,39.113337,-66.948527,1978-09-17,Dutch,No,Judaism,Short,Dutch,No,Judaism,Short
Zachary Reyes,"9516 181st St, Ann Arbor, CA 98173",98173,49,39.113337,-66.948527,1975-09-17,Italian,Yes,Islam,Tall,Italian,Yes,Islam,Tall
Fred Walker,"9331 30th St, Joliet, SD 64230",64230,22,41.385717,-103.5828,2002-09-17,American,Yes,Agnostic,Average,American,Yes,Agnostic,Average
Ronald Cook,"9331 30th St, Joliet, SD 64230",64230,75,41.385717,-103.5828,1949-09-17,Italian,No,Baháʼí,Short,Italian,No,Baháʼí,Short
Kelly Roberts,"9331 30th St, Joliet, SD 64230",64230,70,41.385717,-103.5828,1954-09-17,Japanese,Yes,Deism,Short,Japanese,Yes,Deism,Short
Carolyn Thomas,"7066 116th St, Houston, PA 43040",43040,57,27.173175,-94.35812,1967-09-17,English,Yes,Buddhism,Tall,English,Yes,Buddhism,Tall
Robert Martinez,"7066 116th St, Houston, PA 43040",43040,58,27.173175,-94.35812,1966-09-17,Korean,Yes,Islam,Average,Korean,Yes,Islam,Average
Savannah Campbell,"7066 116th St, Houston, PA 43040",43040,36,27.173175,-94.35812,1988-09-16,Canadian,Yes,Christianity,Short,Canadian,Yes,Christianity,Short
Amanda Smith,"8405 132nd St, Ventura, FL 74825",74825,78,31.416222,-119.991195,1946-09-17,Chinese,No,Taoism,Short,Chinese,No,Taoism,Short
Kimberly Kelly,"8405 132nd St, Ventura, FL 74825",74825,42,31.416222,-119.991195,1982-09-17,Chinese,Yes,Confucianism,Short,Chinese,Yes,Confucianism,Short
Craig Reyes,"8405 132nd St, Ventura, FL 74825",74825,78,31.416222,-119.991195,1946-09-17,Vietnamese,No,Zoroastrianism,Tall,Vietnamese,No,Zoroastrianism,Tall
Jasmin Flores,"7509 94th St, Overland Park, NM 22037",22037,75,34.988837,-116.747518,1949-09-17,Polish,Yes,Judaism,Average,Polish,Yes,Judaism,Average
Dawn Robinson,"7509 94th St, Overland Park, NM 22037",22037,27,34.988837,-116.747518,1997-09-17,French,Yes,Hinduism,Short,French,Yes,Hinduism,Short
Jeffrey White,"9969 65th St, Santa Rosa, IN 37111",37111,22,27.28058,-89.638975,2002-09-17,Indian,No,Buddhism,Short,Indian,No,Buddhism,Short
Karen Lewis,"2347 128th St, Richardson, HI 25110",25110,75,35.056883,-114.781515,1949-09-17,Italian,No,Unitarianism,Short,Italian,No,Unitarianism,Short
Amy Rogers,"2347 128th St, Richardson, HI 25110",25110,22,35.056883,-114.781515,2002-09-17,Spanish,Yes,Pastafarianism,Short,Spanish,Yes,Pastafarianism,Short
Tyler Bailey,"2347 128th St, Richardson, HI 25110",25110,70,35.056883,-114.781515,1954-09-17,American,Yes,Shinto,Average,American,Yes,Shinto,Average
Janice King,"2347 128th St, Richardson, HI 25110",25110,50,35.056883,-114.781515,1974-09-17,Korean,No,Sikhism,Average,Korean,No,Sikhism,Average
Lori Martinez,"2347 128th St, Richardson, HI 25110",25110,22,35.056883,-114.781515,2002-09-17,Mexican,Yes,Taoism,Short,Mexican,Yes,Taoism,Short
Ryan Carter,"448 126th St, Akron, AL 63317",63317,71,25.465152,-108.436454,1953-09-17,Italian,Yes,Deism,Short,Italian,Yes,Deism,Short
James White,"448 126th St, Akron, AL 63317",63317,37,25.465152,-108.436454,1987-09-17,Japanese,No,Deism,Short,Japanese,No,Deism,Short
Christopher King,"711 101st St, Norfolk, MS 16183",16183,50,36.667547,-113.534718,1974-09-17,Vietnamese,Yes,Baháʼí,Tall,Vietnamese,Yes,Baháʼí,Tall
Brandon Hernandez,"711 101st St, Norfolk, MS 16183",16183,49,36.667547,-113.534718,1975-09-17,Mexican,Yes,Judaism,Tall,Mexican,Yes,Judaism,Tall
Derek Cruz,"2936 136th St, Kansas City, WI 35037",35037,45,25.065333,-96.782032,1979-09-17,Italian,Yes,Unitarianism,Tall,Italian,Yes,Unitarianism,Tall
Sharon Ramos,"2936 136th St, Kansas City, WI 35037",35037,56,25.065333,-96.782032,1968-09-16,Russian,Yes,Confucianism,Short,Russian,Yes,Confucianism,Short
Sarah Sanchez,"2936 136th St, Kansas City, WI 35037",35037,28,25.065333,-96.782032,1996-09-16,Japanese,Yes,Atheism,Tall,Japanese,Yes,Atheism,Tall
Craig Ramirez,"4726 46th St, Paterson, SC 33664",33664,46,35.614302,-117.068837,1978-09-17,Mexican,No,Zoroastrianism,Average,Mexican,No,Zoroastrianism,Average
Andrew Adams,"4726 46th St, Paterson, SC 33664",33664,57,35.614302,-117.068837,1967-09-17,Italian,Yes,Paganism,Tall,Italian,Yes,Paganism,Tall
Trevor Carter,"4726 46th St, Paterson, SC 33664",33664,36,35.614302,-117.068837,1988-09-16,Chinese,No,Zoroastrianism,Short,Chinese,No,Zoroastrianism,Short
Mario Perez,"4726 46th St, Paterson, SC 33664",33664,38,35.614302,-117.068837,1986-09-17,Japanese,No,Buddhism,Average,Japanese,No,Buddhism,Average
Tracy Sanchez,"7866 174th St, Modesto, MO 30319",30319,36,35.572169,-103.595203,1988-09-16,Mexican,Yes,Deism,Short,Mexican,Yes,Deism,Short
Jennifer Ramos,"7866 174th St, Modesto, MO 30319",30319,78,35.572169,-103.595203,1946-09-17,Spanish,No,Christianity,Average,Spanish,No,Christianity,Average
Danielle Gomez,"8813 44th St, Jackson, MS 53085",53085,75,26.285205,-98.714876,1949-09-17,Italian,Yes,Taoism,Tall,Italian,Yes,Taoism,Tall
Kristy Nguyen,"8813 44th St, Jackson, MS 53085",53085,57,26.285205,-98.714876,1967-09-17,Vietnamese,No,Baháʼí,Tall,Vietnamese,No,Baháʼí,Tall
Kyle Moore,"8813 44th St, Jackson, MS 53085",53085,58,26.285205,-98.714876,1966-09-17,Indian,No,Jainism,Average,Indian,No,Jainism,Average
Kenneth Gonzalez,"2801 128th St, Palm Bay, OK 75111",75111,72,29.148687,-99.120496,1952-09-16,Dutch,No,Deism,Average,Dutch,No,Deism,Average
Richard Morales,"2801 128th St, Palm Bay, OK 75111",75111,31,29.148687,-99.120496,1993-09-17,Korean,Yes,Unitarianism,Short,Korean,Yes,Unitarianism,Short
Stephanie Johnson,"2801 128th St, Palm Bay, OK 75111",75111,27,29.148687,-99.120496,1997-09-17,Polish,No,Pastafarianism,Average,Polish,No,Pastafarianism,Average
Brooke Hernandez,"206 27th St, Grand Prairie, IL 40514",40514,65,48.225401,-108.124175,1959-09-17,Italian,No,Buddhism,Short,Italian,No,Buddhism,Short
Priscilla Rivera,"206 27th St, Grand Prairie, IL 40514",40514,58,48.225401,-108.124175,1966-09-17,German,No,Rastafarianism,Average,German,No,Rastafarianism,Average
Melissa Gonzalez,"206 27th St, Grand Prairie, IL 40514",40514,22,48.225401,-108.124175,2002-09-17,Irish,Yes,Agnostic,Average,Irish,Yes,Agnostic,Average
Katherine Thomas,"2036 4th St, Charleston, WI 17200",17200,57,32.357586,-85.838504,1967-09-17,Vietnamese,Yes,Baháʼí,Tall,Vietnamese,Yes,Baháʼí,Tall
Jennifer Cruz,"2036 4th St, Charleston, WI 17200",17200,54,32.357586,-85.838504,1970-09-17,Indian,No,Sikhism,Tall,Indian,No,Sikhism,Tall
Andrea Murphy,"2036 4th St, Charleston, WI 17200",17200,77,32.357586,-85.838504,1947-09-17,Mexican,No,Agnostic,Short,Mexican,No,Agnostic,Short
David Kelly,"8796 40th St, Columbia, SD 34426",34426,79,48.79929,-111.889022,1945-09-17,English,No,Jainism,Short,English,No,Jainism,Short
Christopher Davis,"8796 40th St, Columbia, SD 34426",34426,22,48.79929,-111.889022,2002-09-17,Japanese,No,Sikhism,Short,Japanese,No,Sikhism,Short
Virginia Peterson,"931 94th St, Tucson, UT 18500",18500,20,35.793529,-89.596314,2004-09-16,German,Yes,Unitarianism,Average,German,Yes,Unitarianism,Average
Ricky Thomas,"931 94th St, Tucson, UT 18500",18500,73,35.793529,-89.596314,1951-09-17,Italian,Yes,Taoism,Average,Italian,Yes,Taoism,Average
Matthew Rodriguez,"931 94th St, Tucson, UT 18500",18500,42,35.793529,-89.596314,1982-09-17,Italian,Yes,Zoroastrianism,Short,Italian,Yes,Zoroastrianism,Short
Jesse Campbell,"4882 192nd St, Billings, OH 63445",63445,70,39.851304,-74.471237,1954-09-17,Polish,No,Taoism,Average,Polish,No,Taoism,Average
Mark Thompson,"1688 157th St, Tuscaloosa, OH 57381",57381,44,46.346541,-100.766768,1980-09-16,German,Yes,Islam,Tall,German,Yes,Islam,Tall
Cameron Clark,"1688 157th St, Tuscaloosa, OH 57381",57381,54,46.346541,-100.766768,1970-09-17,Japanese,No,Taoism,Average,Japanese,No,Taoism,Average
Russell Wilson,"1688 157th St, Tuscaloosa, OH 57381",57381,69,46.346541,-100.766768,1955-09-17,Japanese,No,Zoroastrianism,Tall,Japanese,No,Zoroastrianism,Tall
Julie Nguyen,"5866 77th St, Joliet, HI 91924",91924,43,32.461652,-118.668127,1981-09-17,Italian,No,Agnostic,Short,Italian,No,Agnostic,Short
Elizabeth White,"5866 77th St, Joliet, HI 91924",91924,38,32.461652,-118.668127,1986-09-17,Mexican,Yes,Confucianism,Average,Mexican,Yes,Confucianism,Average
Robert Thomas,"6673 9th St, Wilmington, MS 41292",41292,21,29.432545,-76.106194,2003-09-17,Polish,No,Buddhism,Short,Polish,No,Buddhism,Short
Jenny Morgan,"6673 9th St, Wilmington, MS 41292",41292,34,29.432545,-76.106194,1990-09-17,Chinese,Yes,Christianity,Tall,Chinese,Yes,Christianity,Tall
Gabriel Baker,"6673 9th St, Wilmington, MS 41292",41292,66,29.432545,-76.106194,1958-09-17,German,No,Unitarianism,Short,German,No,Unitarianism,Short
Barbara Hernandez,"2593 83rd St, Vista, PA 12377",12377,31,40.015783,-118.779563,1993-09-17,Dutch,Yes,Hinduism,Tall,Dutch,Yes,Hinduism,Tall
Barbara Morales,"2593 83rd St, Vista, PA 12377",12377,27,40.015783,-118.779563,1997-09-17,Indian,No,Unitarianism,Tall,Indian,No,Unitarianism,Tall
Mark Carter,"2593 83rd St, Vista, PA 12377",12377,30,40.015783,-118.779563,1994-09-17,Italian,Yes,Sikhism,Short,Italian,Yes,Sikhism,Short
Paul Roberts,"1196 168th St, Fargo, DE 44426",44426,26,34.420597,-72.182595,1998-09-17,English,No,Hinduism,Tall,English,No,Hinduism,Tall
Autumn Gonzalez,"1196 168th St, Fargo, DE 44426",44426,61,34.420597,-72.182595,1963-09-17,American,Yes,Jainism,Short,American,Yes,Jainism,Short
Amy White,"1196 168th St, Fargo, DE 44426",44426,49,34.420597,-72.182595,1975-09-17,American,No,Islam,Short,American,No,Islam,Short
Charles Ramos,"4092 118th St, Raleigh, NJ 96384",96384,68,44.032987,-110.790863,1956-09-16,Polish,No,Buddhism,Short,Polish,No,Buddhism,Short
Jaime Evans,"4092 118th St, Raleigh, NJ 96384",96384,35,44.032987,-110.790863,1989-09-17,German,No,Zoroastrianism,Tall,German,No,Zoroastrianism,Tall
Sarah Morales,"4092 118th St, Raleigh, NJ 96384",96384,37,44.032987,-110.790863,1987-09-17,Greek,Yes,Shinto,Tall,Greek,Yes,Shinto,Tall
Erin Green,"4092 118th St, Raleigh, NJ 96384",96384,64,44.032987,-110.790863,1960-09-16,French,No,Zoroastrianism,Average,French,No,Zoroastrianism,Average
Amanda Ortiz,"9343 44th St, Savannah, NJ 63073",63073,68,41.46904,-117.704403,1956-09-16,Japanese,No,Confucianism,Short,Japanese,No,Confucianism,Short
Duane Parker,"9343 44th St, Savannah, NJ 63073",63073,44,41.46904,-117.704403,1980-09-16,American,No,Buddhism,Short,American,No,Buddhism,Short
Laura Turner,"9343 44th St, Savannah, NJ 63073",63073,77,41.46904,-117.704403,1947-09-17,American,Yes,Islam,Short,American,Yes,Islam,Short
Jenna Nelson,"3295 16th St, Antioch, KS 54507",54507,45,39.336324,-87.804384,1979-09-17,Vietnamese,No,Islam,Short,Vietnamese,No,Islam,Short
April Lee,"3295 16th St, Antioch, KS 54507",54507,77,39.336324,-87.804384,1947-09-17,Indian,No,Shinto,Short,Indian,No,Shinto,Short
Ashley Reyes,"5416 1st St, Vista, NJ 71376",71376,68,46.967544,-91.084439,1956-09-16,Swedish,Yes,Judaism,Short,Swedish,Yes,Judaism,Short
Christina Parker,"5416 1st St, Vista, NJ 71376",71376,50,46.967544,-91.084439,1974-09-17,American,No,Baháʼí,Short,American,No,Baháʼí,Short
Julia Williams,"5416 1st St, Vista, NJ 71376",71376,76,46.967544,-91.084439,1948-09-16,Swedish,Yes,Druidism,Average,Swedish,Yes,Druidism,Average
Michelle Wright,"5416 1st St, Vista, NJ 71376",71376,50,46.967544,-91.084439,1974-09-17,Canadian,No,Unitarianism,Average,Canadian,No,Unitarianism,Average
Roberto Adams,"5416 1st St, Vista, NJ 71376",71376,50,46.967544,-91.084439,1974-09-17,Greek,Yes,Taoism,Short,Greek,Yes,Taoism,Short
John Green,"73 125th St, Glendale, VT 19959",19959,50,43.400475,-100.909646,1974-09-17,English,Yes,Deism,Short,English,Yes,Deism,Short
Jeffrey Jones,"73 125th St, Glendale, VT 19959",19959,71,43.400475,-100.909646,1953-09-17,Brazilian,Yes,Hinduism,Average,Brazilian,Yes,Hinduism,Average
Michael Williams,"73 125th St, Glendale, VT 19959",19959,60,43.400475,-100.909646,1964-09-16,Dutch,No,Judaism,Average,Dutch,No,Judaism,Average
Katherine Allen,"73 125th St, Glendale, VT 19959",19959,31,43.400475,-100.909646,1993-09-17,Brazilian,No,Druidism,Short,Brazilian,No,Druidism,Short
Thomas Allen,"73 125th St, Glendale, VT 19959",19959,70,43.400475,-100.909646,1954-09-17,Chinese,Yes,Zoroastrianism,Short,Chinese,Yes,Zoroastrianism,Short
Karen Allen,"73 125th St, Glendale, VT 19959",19959,21,43.400475,-100.909646,2003-09-17,Indian,No,Rastafarianism,Average,Indian,No,Rastafarianism,Average
Andre Morris,"6426 73rd St, Springfield, ME 38945",38945,38,47.448931,-119.792183,1986-09-17,Dutch,No,Pastafarianism,Average,Dutch,No,Pastafarianism,Average
